7.52,80
7.31,80
15.58,50
5.8,80
8.3,80
15.1,100
5.98,100
3.2,100
9.52,80
14.33,70
6.81,60
9.06,90
18.95,40
27.06,40
19.51,80
22.85,70
22.9,80
24.8,70
13.2,40
6.3,80
11.9,100
5.3,60
24.9,90
9.9,100
